Tourist Attraction,Restaurant Name,Restaurant Link,Address,Restaurant Website,Hotline,Email,Ranking,Opening and Closing hours,Rating,Food Rating,Service Rating,Value Rating,Atmosphere Rating,Reviewers,Description,Min Price,Max Price,Cuisines,Meal,Special Diets,Features,Image URL
Bình Thuận,Sen,https://www.tripadvisor.com/Restaurant_Review-g298086-d1631837-Reviews-Sen-Phan_Thiet_Binh_Thuan_Province.html,"105 Nguyen Dinh Chieu, Phan Thiet Vietnam",nan,nan,nan,#241 of 361 Restaurants in Phan Thiet,nan,4.5,nan,nan,nan,nan,2 reviews,nan,nan,nan,nan,nan,nan,nan,nan
Bình Thuận,Sen,https://www.tripadvisor.com/Restaurant_Review-g1009804-d25322643-Reviews-Aloha_Cafe_Bar-Mui_Ne_Phan_Thiet_Binh_Thuan_Province.html,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bình Thuận,Song Ngu Restaurant,https://www.tripadvisor.com/Restaurant_Review-g298086-d13205053-Reviews-Song_Ngu_Restaurant-Phan_Thiet_Binh_Thuan_Province.html,"101A Huynh Thuc Khang, Phan Thiet 780000 Vietnam",nan,+84 96 255 18 52,nan,#265 of 361 Restaurants in Phan Thiet,"Sun: 12:00 AM - 11:59 PM, Mon: 12:00 AM - 11:59 PM, Tue: 12:00 AM - 11:59 PM, Wed: 12:00 AM - 11:59 PM, Thu: 12:00 AM - 11:59 PM, Fri: 12:00 AM - 11:59 PM, Sat: 12:00 AM - 11:59 PM",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Breakfast, Lunch, Dinner",nan,nan,nan
Bình Thuận,The K Kitchen,https://www.tripadvisor.com/Restaurant_Review-g298086-d27455744-Reviews-The_K_Kitchen-Phan_Thiet_Binh_Thuan_Province.html,"365 Xuân Thủy, Khu Phố Suối Nước, Phường Mũi Né, Phan Thiet Vietnam",nan,+84 90 754 54 18,nguyenthikimngu@gmail.com,nan,"Sun: 8:00 AM - 10:00 PM, Tue: 8:00 AM - 10:00 PM, Wed: 8:00 AM - 10:00 PM, Thu: 8:00 AM - 10:00 PM, Fri: 8:00 AM - 10:00 PM, Sat: 8:00 AM - 10:00 PM",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Breakfast, Lunch, Dinner, Drinks",nan,"Free off-street parking, Highchairs Available, Free Wifi, Dog Friendly, Family style",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/8d/ad/38/caption.jpg?w=800&h=400&s=1
Bình Thuận,Windy Hill,https://www.tripadvisor.com/Restaurant_Review-g1009804-d13218212-Reviews-Windy_Hill-Mui_Ne_Phan_Thiet_Binh_Thuan_Province.html,"Mui Ne, Phan Thiet Vietnam",nan,+84 90 260 15 22,nan,#65 of 84 Restaurants in Mui Ne,nan,5.0,nan,nan,nan,nan,1 review,nan,nan,nan,nan,nan,nan,nan,nan
Bình Thuận,Flying Dutch Bar,https://www.tripadvisor.com/Restaurant_Review-g13172842-d20298858-Reviews-Flying_Dutch_Bar-Ham_Tien_Phan_Thiet_Binh_Thuan_Province.html,"121 Nguyen Đinh Chieu, Ham Tien, Phan Thiet 800000 Vietnam",nan,+84 92 459 83 99,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Secret pool bar. Great place for a relaxing holiday. Travelers will appreciate cocktails, barbecue and relaxed music. A clean pool is open from morning until night.",0.0,8.0,nan,nan,nan,nan,nan
Bình Thuận,Golden Sand Saloon,https://www.tripadvisor.com/Restaurant_Review-g298086-d4793353-Reviews-Golden_Sand_Saloon-Phan_Thiet_Binh_Thuan_Province.html,"81 Bis Nguyen Dinh Chieu Ham Tien, Phan Thiet, Phan Thiet Vietnam",nan,nan,nan,#263 of 361 Restaurants in Phan Thiet,nan,2.0,nan,nan,nan,nan,20 reviews,nan,nan,nan,nan,Dinner,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/c7/7e/81/golden-sand-saloon.jpg?w=900&h=500&s=1
Bình Thuận,Bánh khọt Phan Thiết,https://www.tripadvisor.com/Restaurant_Review-g298086-d21170417-Reviews-Banh_kh_t_Phan_Thi_t-Phan_Thiet_Binh_Thuan_Province.html,"114 Từ Văn Tư, Phường Phú Trinh, Phan Thiet 77000 Vietnam",nan,+84 93 837 55 95,banhkhotphanthietngon@gmail.com,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,2.0,nan,nan,nan,nan,nan
Bình Thuận,Mì Cay Yến Hương,https://www.tripadvisor.com/Restaurant_Review-g298086-d27945293-Reviews-Mi_Cay_Y_n_Huong-Phan_Thiet_Binh_Thuan_Province.html,"Đối Diện 34 Trần Bình Trọng-xã Thiện Nghiệp -tp Phan Thiết, Phan Thiet Vietnam",nan,+840386111497,huong2022mn@gmail.com,nan,"Sun: 11:00 AM - 10:00 PM, Mon: 11:00 AM - 10:00 PM, Tue: 11:00 AM - 10:00 PM, Wed: 11:00 AM - 10:00 PM, Thu: 11:00 AM - 10:00 PM, Fri: 11:00 AM - 10:00 PM, Sat: 11:00 AM - 10:00 PM",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Lunch, Dinner, Drinks",nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/8a/c1/dd/caption.jpg?w=900&h=500&s=1
Bình Thuận,Amico Bistro,https://www.tripadvisor.com/Restaurant_Review-g298086-d24046773-Reviews-Amico_Bistro-Phan_Thiet_Binh_Thuan_Province.html,"241 Nguyen Dinh Chieu, Phan Thiet Vietnam",http://www.facebook.com/amico-bistro-103212755693340,+84 93 323 98 18,andreenguyen1992@gmail.com,nan,"Sun: 10:00 AM - 6:00 PM, Mon: 7:00 AM - 10:30 PM, Tue: 7:00 AM - 10:30 PM, Wed: 7:00 AM - 10:30 PM, Thu: 7:00 AM - 10:30 PM, Fri: 7:00 AM - 10:30 PM, Sat: 7:00 AM - 10:30 PM",nan,nan,nan,nan,nan,nan,https://www.facebook.com/Amico-Bistro-103212755693340,nan,nan,nan,"Breakfast, Lunch, Dinner",nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/72/cc/50/bun-ch.jpg?w=900&h=500&s=1
Bình Thuận,Nha Hang Que Huong,https://www.tripadvisor.com/Restaurant_Review-g1009804-d19863386-Reviews-Nha_Hang_Que_Huong-Mui_Ne_Phan_Thiet_Binh_Thuan_Province.html,"Nguyen Dinh Chieu Street, Mui Ne, Phan Thiet 800000 Vietnam",nan,+84 164 437 1901,nan,#63 of 84 Restaurants in Mui Ne,nan,5.0,nan,nan,nan,nan,1 review,nan,nan,nan,nan,nan,nan,nan,nan
Bình Thuận,Eva Hut Beach Bar,https://www.tripadvisor.com/Restaurant_Review-g1009804-d19977294-Reviews-Eva_Hut_Beach_Bar-Mui_Ne_Phan_Thiet_Binh_Thuan_Province.html,"Alley 202 Nguyen Dinh Chieu Eva Hut Beach Hostel, Mui Ne, Phan Thiet Vietnam",https://www.facebook.com/hutmuine/,+84 97 529 10 84,1071829@gmail.com,nan,nan,nan,nan,nan,nan,nan,nan,Beach Bar,2.0,4.0,nan,nan,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/b8/05/45/getlstd-property-photo.jpg?w=900&h=500&s=1
Bình Thuận,"Cháo Lòng, Bánh Hỏi Phú Long",https://www.tripadvisor.com/Restaurant_Review-g298086-d27978469-Reviews-Chao_Long_Banh_H_i_Phu_Long-Phan_Thiet_Binh_Thuan_Province.html,"47 Nguyễn Tương, Phú Thủy, Phan Thiết, Bình Thuận, Phan Thiet Vietnam",nan,+84 96 572 62 09,nqtien3@gmail.com,nan,"Sun: 6:30 AM - 1:30 PM, Mon: 6:30 AM - 1:30 PM4:30 PM - 10:15 PM, Tue: 6:30 AM - 1:30 PM4:30 PM - 10:15 PM, Wed: 6:30 AM - 1:30 PM4:30 PM - 10:15 PM, Thu: 6:30 AM - 1:30 PM4:30 PM - 10:15 PM, Fri: 6:30 AM - 1:30 PM4:30 PM - 10:15 PM, Sat: 6:30 AM - 1:30 PM4:30 PM - 10:15 PM",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Breakfast, Lunch, Dinner, Drinks",nan,"Delivery, Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Digital Payments, Free Wifi, Drive Thru, BYOB, Playgrounds, Family style",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/aa/fb/1b/caption.jpg?w=900&h=500&s=1
Bình Thuận,Kul Pizza,https://www.tripadvisor.com/Restaurant_Review-g298086-d13349768-Reviews-Kul_Pizza-Phan_Thiet_Binh_Thuan_Province.html,"Vo Van Kiet Phu Thuy, Phan Thiet Vietnam",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bình Thuận,Ben Xua Coffee,https://www.tripadvisor.com/Restaurant_Review-g17352041-d17713826-Reviews-Ben_Xua_Coffee-Phu_Thuy_Phan_Thiet_Binh_Thuan_Province.html,"B16 Nguyen Gia Tu, Phu Thuy, Phan Thiet Vietnam",nan,+84 90 278 48 48,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bình Thuận,"Sea La Vie - Nhà Hàng, Cafe View Biển Phú Quý",https://www.tripadvisor.com/Restaurant_Review-g17432505-d27422411-Reviews-Sea_La_Vie_Nha_Hang_Cafe_View_Bi_n_Phu_Quy-Long_Hai_Binh_Thuan_Province.html,"158 Lê Hồng Phong, Long Hai Vietnam",nan,+84 868 565 779,nan,nan,"Sun: 6:30 AM - 10:00 PM, Mon: 6:30 AM - 10:00 PM, Tue: 6:30 AM - 10:00 PM, Wed: 6:30 AM - 10:00 PM, Thu: 6:30 AM - 10:00 PM, Fri: 6:30 AM - 10:00 PM, Sat: 6:30 AM - 10:00 PM",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Breakfast, Lunch, Dinner, Brunch, Drinks",nan,nan,nan
Bình Thuận,Smokin Cactus,https://www.tripadvisor.com/Restaurant_Review-g298086-d26220382-Reviews-Smokin_Cactus-Phan_Thiet_Binh_Thuan_Province.html,"20 Tran Binh Trong, Phan Thiet 800000 Vietnam",nan,+84 90 388 74 48,nan,nan,"Sun: 8:00 AM - 8:00 PM, Mon: 8:00 AM - 8:00 PM, Tue: 8:00 AM - 8:00 PM, Wed: 8:00 AM - 8:00 PM, Thu: 8:00 AM - 8:00 PM, Fri: 8:00 AM - 8:00 PM, Sat: 8:00 AM - 8:00 PM",nan,nan,nan,nan,nan,nan,"Breakfast, Brunch & Smoked BBQ",nan,nan,nan,"Breakfast, Lunch, Dinner, Brunch, Drinks",nan,"Delivery, Takeout, Reservations, Outdoor Seating, Private Dining, Parking Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi, Accepts Credit Cards",nan
Bình Thuận,Biestrsar Restaurant,https://www.tripadvisor.com/Restaurant_Review-g298086-d2003021-Reviews-Biestrsar_Restaurant-Phan_Thiet_Binh_Thuan_Province.html,"81b Nguyen Dinh Chieu, Phan Thiet Vietnam",nan,nan,nan,#254 of 361 Restaurants in Phan Thiet,nan,2.5,nan,nan,nan,nan,2 reviews,nan,nan,nan,nan,nan,nan,nan,nan
Bình Thuận,Tram Coffee,https://www.tripadvisor.com/Restaurant_Review-g1582966-d10833975-Reviews-Tram_Coffee-La_Gi_Binh_Thuan_Province.html,"88, Nguyen Thai Hoc Tan An, La Gi 800000 Vietnam",nan,+84 94 424 48 77,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Noi mang đen cho khach hang nhung mon thuc uong ngon, re, hop ve sinh va tui tien. Khong gian hai hoa, thoai mai. Luon cap nhat đuoc nhung mon thuc uong moi.",0.0,1.0,nan,nan,nan,nan,nan
Bình Thuận,Nhà Hàng Năm Dư Mũi Né,https://www.tripadvisor.com/Restaurant_Review-g13172842-d28148750-Reviews-Nha_Hang_Nam_Du_Mui_Ne-Ham_Tien_Phan_Thiet_Binh_Thuan_Province.html,"3b Nguyễn Đình Chiểu, Ham Tien, Phan Thiet Vietnam",nan,nan,nan,nan,"Sun: 7:00 AM - 10:00 PM, Mon: 7:00 AM - 10:00 PM, Tue: 7:00 AM - 10:00 PM, Wed: 7:00 AM - 10:00 PM, Thu: 7:00 AM - 10:00 PM, Fri: 7:00 AM - 10:00 PM, Sat: 7:00 AM - 10:00 PM",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Breakfast, Lunch, Dinner",nan,nan,nan
Bình Thuận,Aloha Cafe & Bar,https://www.tripadvisor.com/Restaurant_Review-g13172842-d25322622-Reviews-Aloha_Cafe_Bar-Ham_Tien_Phan_Thiet_Binh_Thuan_Province.html,"Hẻm 224 Nguyễn Đình Chiểu, Khu Phố 2, Ham Tien, Phan Thiet Vietnam",nan,+84 375 521 843,nan,nan,"Sun: 5:00 PM - 2:00 AM, Mon: 5:00 PM - 2:00 AM, Tue: 5:00 PM - 2:00 AM, Wed: 5:00 PM - 2:00 AM, Thu: 5:00 PM - 2:00 AM, Fri: 5:00 PM - 2:00 AM, Sat: 5:00 PM - 2:00 AM",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Dinner, Brunch, Late Night, Drinks",nan,nan,nan
Bình Thuận,The Terrace Restaurant,https://www.tripadvisor.com/Restaurant_Review-g21297485-d27726182-Reviews-The_Terrace_Restaurant-Phu_Hai_Phan_Thiet_Binh_Thuan_Province.html,"Phu Hai, Phu Hai, Phan Thiet Vietnam",nan,+84 94 242 79 11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bình Thuận,Friends Russian Restaurant,https://www.tripadvisor.com/Restaurant_Review-g13172842-d19990521-Reviews-Friends_Russian_Restaurant-Ham_Tien_Phan_Thiet_Binh_Thuan_Province.html,"141 Nguyen Dinh Chieu, Ham Tien, Phan Thiet Vietnam",nan,+84 94 286 20 62,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,nan,nan,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/bc/d3/22/getlstd-property-photo.jpg?w=900&h=500&s=1
Bình Thuận,Bar Restaurant Luuly Vo,https://www.tripadvisor.com/Restaurant_Review-g13172842-d19834724-Reviews-Bar_Restaurant_Luuly_Vo-Ham_Tien_Phan_Thiet_Binh_Thuan_Province.html,"106 Nguyen Dinh Chieu Zone 1, Ham Tien, Phan Thiet 800000 Vietnam",nan,+(84)793726705,nan,#1 of 3 Bars & Pubs in Ham Tien,"Sun: 4:00 PM - 12:00 AM, Mon: 4:00 PM - 12:00 AM, Tue: 4:00 PM - 12:00 AM, Wed: 4:00 PM - 12:00 AM, Thu: 4:00 PM - 12:00 AM, Fri: 4:00 PM - 12:00 AM, Sat: 4:00 PM - 12:00 AM",nan,nan,nan,nan,nan,nan,"Lounge bar restaurant, relaxed atmosphere with sea views. An ideal place to rest and relax.",1.0,4.0,nan,Dinner,nan,nan,nan
Bình Thuận,Hai Thuy,https://www.tripadvisor.com/Restaurant_Review-g298086-d1195206-Reviews-Hai_Thuy-Phan_Thiet_Binh_Thuan_Province.html,"Vo Thi Sau, Phan Thiet Vietnam",nan,nan,nan,#246 of 361 Restaurants in Phan Thiet,nan,5.0,nan,nan,nan,nan,1 review,nan,nan,nan,nan,nan,nan,nan,nan
Bình Thuận,Ok Pizza,https://www.tripadvisor.com/Restaurant_Review-g13172842-d25256076-Reviews-Ok_Pizza-Ham_Tien_Phan_Thiet_Binh_Thuan_Province.html,"246 Nguyễn Đình Chiểu, Ham Tien, Phan Thiet 801096 Vietnam",nan,+84 90 814 82 00,info@okpizza.vn,nan,"Sun: 10:00 AM - 10:00 PM, Mon: 10:00 AM - 10:00 PM, Tue: 10:00 AM - 10:00 PM, Wed: 10:00 AM - 10:00 PM, Thu: 10:00 AM - 10:00 PM, Fri: 10:00 AM - 10:00 PM, Sat: 10:00 AM - 10:00 PM",nan,nan,nan,nan,nan,nan,Tasty pizza fast delivery,3.0,8.0,nan,"Lunch, Dinner",nan,nan,nan
Bình Thuận,Pizza Bistro,https://www.tripadvisor.com/Restaurant_Review-g298086-d27726500-Reviews-Pizza_Bistro-Phan_Thiet_Binh_Thuan_Province.html,"Novaworld Phan Thiết, Phan Thiet 800000 Vietnam",nan,+84 90 164 56 56,marketing@pizzabistro.com.vn,nan,"Sun: 4:00 PM - 11:00 PM, Mon: 4:00 PM - 11:00 PM, Tue: 4:00 PM - 11:00 PM, Wed: 4:00 PM - 11:00 PM, Thu: 4:00 PM - 11:00 PM, Fri: 4:00 PM - 11:00 PM, Sat: 4:00 PM - 11:00 PM",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Dinner,nan,nan,nan
Bình Thuận,Madam Lam Food & Drink,https://www.tripadvisor.com/Restaurant_Review-g298086-d25338963-Reviews-Madam_Lam_Food_Drink-Phan_Thiet_Binh_Thuan_Province.html,"94b Nguyen Dinh Chieu, Phan Thiet Vietnam",nan,+84 764 283 536,nan,nan,"Sun: 3:00 PM - 12:00 AM, Mon: 3:00 PM - 12:00 AM, Tue: 3:00 PM - 12:00 AM, Wed: 3:00 PM - 12:00 AM, Thu: 3:00 PM - 12:00 AM, Fri: 3:00 PM - 12:00 AM, Sat: 3:00 PM - 12:00 AM",nan,nan,nan,nan,nan,nan,"A small hole in the wall style chippy along the main road of Mui Ne. We serve Fish and Chips, classic style poutine, smoothie bowls and a range of beverages.",nan,nan,nan,"Lunch, Dinner, Late Night, Drinks",nan,"Outdoor Seating, Seating, Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Digital Payments, Cash Only, Free Wifi, Drive Thru",nan
Bình Thuận,Sit & Sip - Eatery And Bar Muine,https://www.tripadvisor.com/Restaurant_Review-g298086-d27524100-Reviews-Sit_Sip_Eatery_And_Bar_Muine-Phan_Thiet_Binh_Thuan_Province.html,"183 Nguyễn Đình Chiểu, Phường Hàm Tiến, Phan Thiet 77100 Vietnam",nan,+84 94 989 52 13,sitandsip183ndc@gmail.com,nan,"Sun: 10:00 AM - 1:00 AM, Mon: 10:00 AM - 1:00 AM, Tue: 10:00 AM - 1:00 AM, Wed: 10:00 AM - 1:00 AM, Thu: 10:00 AM - 2:30 AM, Fri: 10:00 AM - 2:00 AM, Sat: 10:00 AM - 2:00 AM",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Lunch, Dinner",nan,nan,nan
Bình Thuận,Quan Ut Nam,https://www.tripadvisor.com/Restaurant_Review-g298086-d15852810-Reviews-Quan_Ut_Nam-Phan_Thiet_Binh_Thuan_Province.html,"Lot 81 Hoang Bich Son Phu Thuy, Phan Thiet Vietnam",nan,+84 89 865 50 06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bình Thuận,Truc Xanh Restaurant,https://www.tripadvisor.com/Restaurant_Review-g298086-d12212432-Reviews-Truc_Xanh_Restaurant-Phan_Thiet_Binh_Thuan_Province.html,"19 Huynh Thuc Khang Street, Phan Thiet Vietnam",nan,+84 93 518 01 15,nan,nan,"Sun: 12:00 PM - 10:00 PM, Mon: 12:00 PM - 10:00 PM, Tue: 12:00 PM - 10:00 PM, Wed: 12:00 PM - 10:00 PM, Thu: 12:00 PM - 10:00 PM, Fri: 12:00 PM - 10:00 PM, Sat: 12:00 PM - 10:00 PM",nan,nan,nan,nan,nan,nan,nan,0.0,1.0,nan,"Lunch, Dinner",nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/c6/b4/4c/name.jpg?w=800&h=400&s=1
Bình Thuận,Cơm Niêu Toàn Phát,https://www.tripadvisor.com/Restaurant_Review-g298086-d27303693-Reviews-Com_Nieu_Toan_Phat-Phan_Thiet_Binh_Thuan_Province.html,"89 Mậu Thân, Bình Hưng, Phan Thiet 70107 Vietnam",nan,nan,nan,nan,"Sun: 9:00 AM - 9:00 PM, Mon: 9:00 AM - 9:00 PM, Tue: 9:00 AM - 9:00 PM, Wed: 9:00 AM - 9:00 PM, Thu: 9:00 AM - 9:00 PM, Fri: 9:00 AM - 11:00 AM, Sat: 9:00 AM - 11:00 AM",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Breakfast, Lunch, Dinner",nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/72/18/a6/nhan-vien-khach-hang.jpg?w=900&h=500&s=1
Bình Thuận,Green Hill Resort & Spa,https://www.tripadvisor.com/Restaurant_Review-g13172842-d18849057-Reviews-Green_Hill_Resort_Spa-Ham_Tien_Phan_Thiet_Binh_Thuan_Province.html,"121 Nguyen Dinh Chieu, Ham Tien, Phan Thiet 800000 Vietnam",nan,+84 62 3741 883,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Welcome to the Green Hill Zone Every week we are happy to arrange theme nights, welcome drinks and many other entertainments await you daily We are pleased to offer services such as: Spa, Massage, Transfer, Hotel, and much more The bar is open daily from 8️a.m. to 1️2️p.m., and from 1️8️ p.m. to midnight Get a boost of energy in the ZONE⚡️ ⏭ 121NDC ⏮",1.0,6.0,nan,nan,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/15/fc/e8/getlstd-property-photo.jpg?w=900&h=500&s=1
Bình Thuận,Tiệm cơm Bích Thủy,https://www.tripadvisor.com/Restaurant_Review-g298086-d23819217-Reviews-Ti_m_com_Bich_Th_y-Phan_Thiet_Binh_Thuan_Province.html,"39 Lương Ngọc Quyến, Phan Thiet Vietnam",nan,+84 91 677 00 20,cskh@tiemcombichthuy.com,nan,"Sun: 9:00 AM - 4:30 PM, Mon: 9:00 AM - 4:30 PM, Tue: 9:00 AM - 4:30 PM, Wed: 9:00 AM - 4:30 PM, Thu: 9:00 AM - 4:30 PM, Fri: 9:00 AM - 4:30 PM, Sat: 9:00 AM - 4:30 PM",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Breakfast, Lunch",nan,nan,nan
Bình Thuận,Casa Muine,https://www.tripadvisor.com/Restaurant_Review-g298086-d28035159-Reviews-Casa_Muine-Phan_Thiet_Binh_Thuan_Province.html,"116c Nguyen Dinh Chieu, Phan Thiet Vietnam",nan,+84 94 982 83 93,casamuine.seafood@gmail.com,nan,"Sun: 10:00 AM - 11:00 PM, Mon: 10:00 AM - 11:00 PM, Tue: 10:00 AM - 11:00 PM, Wed: 10:00 AM - 11:00 PM, Thu: 10:00 AM - 11:00 PM, Fri: 10:00 AM - 11:00 PM, Sat: 10:00 AM - 11:00 PM",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Lunch, Dinner",nan,nan,nan
Bình Thuận,Quan De Tuoi Ha Nam,https://www.tripadvisor.com/Restaurant_Review-g1009804-d19736754-Reviews-Quan_De_Tuoi_Ha_Nam-Mui_Ne_Phan_Thiet_Binh_Thuan_Province.html,"02 Ho Xuan Huong, Mui Ne, Phan Thiet 800000 Vietnam",nan,+84 765 668 666,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Restaurant ""De Tuoi Ha Nam"" is a popular restaurant. With dishes made from whole fresh goats by the most professional chefs. There are many kinds of drinks at the restaurant, such as: Wine, beer, soft drink, filtered water. When coming to the restaurant, customers will experience all spacious and comfortable spaces for meeting friends and family.",2.0,20.0,nan,nan,nan,nan,nan
Bình Thuận,Xôi Ghẹ Xích Lô,https://www.tripadvisor.com/Restaurant_Review-g298086-d28008587-Reviews-Xoi_Gh_Xich_Lo-Phan_Thiet_Binh_Thuan_Province.html,"133 Tuyên Quang, Phan Thiet Vietnam",nan,+84 90 163 98 79,hieunguyentete@gmail.com,nan,"Sun: 6:30 AM - 9:30 PM, Mon: 6:30 AM - 9:30 PM, Tue: 6:30 AM - 9:30 PM, Wed: 6:30 AM - 9:30 PM, Thu: 6:30 AM - 9:30 PM, Fri: 6:30 AM - 9:30 PM, Sat: 6:30 AM - 9:30 PM",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Breakfast, Lunch, Dinner",nan,nan,nan
Bình Thuận,Ava Cafe,https://www.tripadvisor.com/Restaurant_Review-g298086-d23221391-Reviews-Ava_Cafe-Phan_Thiet_Binh_Thuan_Province.html,"97 Nguyễn Đình Chiểu st, Phan Thiet Vietnam",nan,+84 93 765 35 97,sonny69slam@gmail.com,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bình Thuận,1000 Stars,https://www.tripadvisor.com/Restaurant_Review-g298086-d9465980-Reviews-1000_Stars-Phan_Thiet_Binh_Thuan_Province.html,"137a, Phan Thiet Vietnam",nan,+84 90 233 84 21,nan,#237 of 361 Restaurants in Phan Thiet,nan,5.0,nan,nan,nan,nan,1 review,nan,nan,nan,nan,nan,nan,nan,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/ce/06/44/they-have-also-fresh.jpg?w=900&h=500&s=1
Bình Thuận,Gap Go Coffee,https://www.tripadvisor.com/Restaurant_Review-g1009804-d13508602-Reviews-Gap_Go_Coffee-Mui_Ne_Phan_Thiet_Binh_Thuan_Province.html,"259 Nguyen Dinh Chieu, Mui Ne, Phan Thiet Vietnam",nan,+84 166 719 4239,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bình Thuận,Moscow Lights,https://www.tripadvisor.com/Restaurant_Review-g298086-d19970669-Reviews-Moscow_Lights-Phan_Thiet_Binh_Thuan_Province.html,"16 Huynh Thuc Khang Street, Phan Thiet Vietnam",nan,+84 399 927 946,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,1.0,nan,nan,nan,nan,nan
Bình Thuận,Mui Ne Hostel & Cafe 141,https://www.tripadvisor.com/Restaurant_Review-g13172842-d19139052-Reviews-Mui_Ne_Hostel_Cafe_141-Ham_Tien_Phan_Thiet_Binh_Thuan_Province.html,"141 Nguyen Dinh Chieu, Ham Tien, Phan Thiet 800000 Vietnam",nan,+84 94 283 00 89,muinehostelgroup@gmail.com,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bình Thuận,Cty TNHH Dịch Vụ Cánh Diều,https://www.tripadvisor.com/Restaurant_Review-g298086-d21276691-Reviews-Cty_TNHH_D_ch_V_Canh_Di_u-Phan_Thiet_Binh_Thuan_Province.html,"79 Hùng Vương, Phan Thiet Vietnam",nan,+84 90 814 82 00,info@okpizza.vn,nan,nan,nan,nan,nan,nan,nan,nan,Fast delivery of the tasty pizza,0.0,8.0,nan,nan,nan,nan,nan
Bình Thuận,Abouther Cafe,https://www.tripadvisor.com/Restaurant_Review-g298086-d23384126-Reviews-Abouther_Cafe-Phan_Thiet_Binh_Thuan_Province.html,"E 30 Lê Đại Hành Phường Phú Hài, Phan Thiet 77000 Vietnam",nan,+84 97 889 68 13,morihomept@gmail.com,nan,nan,nan,nan,nan,nan,nan,nan,"We have coffee, some tea, some fruit drinks, some cake and alcoholic drinks Includes some snacks and steak...",0.0,1.0,nan,nan,nan,nan,nan
Bình Thuận,Củ Tỏi - Garlic Restaurant,https://www.tripadvisor.com/Restaurant_Review-g13172842-d19971967-Reviews-C_T_i_Garlic_Restaurant-Ham_Tien_Phan_Thiet_Binh_Thuan_Province.html,"61 Huỳnh Thúc Kháng, Ham Tien, Phan Thiet Vietnam",nan,+84 252 3743 120,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
